    INFO: KinovaMain - Startup!
    INFO: Connection to RoboRio established.
    INFO: Connection to JacoArm established.
      DEBUG0: CommandHandling: Recieved Event 'E_Stop:0'
    INFO: StateMachine: Processing Event 'E_Stop'
    INFO: Exiting State PowerOff
    INFO: Entering State EStop
ERROR: KinovaArm::releaseControl(): 1, Could not stop API control! libusb error.
      DEBUG2: [4]: dVel: 0.0169497
      DEBUG2: [5]: dVel: 0.00152775
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000436358
      DEBUG2: [1]: dVel: 0.00058639
      DEBUG2: [2]: dVel: 0.000668466
      DEBUG2: [3]: dVel: 0.00200403
      DEBUG2: [4]: dVel: 0.0145789
      DEBUG2: [5]: dVel: 0.000488321
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000803953
      DEBUG2: [1]: dVel: 2.3514e-05
      DEBUG2: [2]: dVel: 0.000951678
      DEBUG2: [3]: dVel: 0.00261581
      DEBUG2: [4]: dVel: 0.0036333
      DEBUG2: [5]: dVel: 0.000413306
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00163465
      DEBUG2: [1]: dVel: 0.000135988
      DEBUG2: [2]: dVel: 0.000489891
      DEBUG2: [3]: dVel: 0.00199533
      DEBUG2: [4]: dVel: 0.0205258
      DEBUG2: [5]: dVel: 0.000139039
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00184671
      DEBUG2: [1]: dVel: 0.000452816
      DEBUG2: [2]: dVel: 0.000229657
      DEBUG2: [3]: dVel: 0.000493646
      DEBUG2: [4]: dVel: 0.000510067
      DEBUG2: [5]: dVel: 0.000845679
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00166394
      DEBUG2: [1]: dVel: 0.000857592
      DEBUG2: [2]: dVel: 0.000572324
      DEBUG2: [3]: dVel: 0.00123858
      DEBUG2: [4]: dVel: 0.0193713
      DEBUG2: [5]: dVel: 0.00139706
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00113227
      DEBUG2: [1]: dVel: 0.000498712
      DEBUG2: [2]: dVel: 0.000306219
      DEBUG2: [3]: dVel: 0.000890255
      DEBUG2: [4]: dVel: 0.00219584
      DEBUG2: [5]: dVel: 0.000795248
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00105974
      DEBUG2: [1]: dVel: 7.34627e-05
      DEBUG2: [2]: dVel: 0.000491709
      DEBUG2: [3]: dVel: 0.00117075
      DEBUG2: [4]: dVel: 0.0175306
      DEBUG2: [5]: dVel: 0.00014161
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000343766
      DEBUG2: [1]: dVel: 0.000306517
      DEBUG2: [2]: dVel: 5.32568e-05
      DEBUG2: [3]: dVel: 0.000272632
      DEBUG2: [4]: dVel: 0.00916869
      DEBUG2: [5]: dVel: 0.0017535
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000974473
      DEBUG2: [1]: dVel: 0.000419259
      DEBUG2: [2]: dVel: 0.000190347
      DEBUG2: [3]: dVel: 0.000316858
      DEBUG2: [4]: dVel: 0.0083525
      DEBUG2: [5]: dVel: 0.00132493
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 4.60092e-05
      DEBUG2: [1]: dVel: 0.000241727
      DEBUG2: [2]: dVel: 0.00021708
      DEBUG2: [3]: dVel: 0.000422835
      DEBUG2: [4]: dVel: 0.00751469
      DEBUG2: [5]: dVel: 0.000302461
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00103986
      DEBUG2: [1]: dVel: 0.000728935
      DEBUG2: [2]: dVel: 0.000683248
      DEBUG2: [3]: dVel: 0.00145102
      DEBUG2: [4]: dVel: 0.00576422
      DEBUG2: [5]: dVel: 0.00164933
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000871612
      DEBUG2: [1]: dVel: 0.000527889
      DEBUG2: [2]: dVel: 0.00106245
      DEBUG2: [3]: dVel: 0.0024097
      DEBUG2: [4]: dVel: 0.0116874
      DEBUG2: [5]: dVel: 0.00140938
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000699518
      DEBUG2: [1]: dVel: 0.00013411
      DEBUG2: [2]: dVel: 0.000702679
      DEBUG2: [3]: dVel: 0.00210345
      DEBUG2: [4]: dVel: 0.00577862
      DEBUG2: [5]: dVel: 0.000956404
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000796484
      DEBUG2: [1]: dVel: 0.00027138
      DEBUG2: [2]: dVel: 0.00078997
      DEBUG2: [3]: dVel: 0.00230384
      DEBUG2: [4]: dVel: 0.0116921
      DEBUG2: [5]: dVel: 0.000234707
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 6.63102e-05
      DEBUG2: [1]: dVel: 0.00053975
      DEBUG2: [2]: dVel: 3.96073e-05
      DEBUG2: [3]: dVel: 0.000529408
      DEBUG2: [4]: dVel: 0.0100675
      DEBUG2: [5]: dVel: 0.00183281
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000650421
      DEBUG2: [1]: dVel: 1.09971e-05
      DEBUG2: [2]: dVel: 0.000255823
      DEBUG2: [3]: dVel: 0.00108409
      DEBUG2: [4]: dVel: 0.00333212
      DEBUG2: [5]: dVel: 0.00223301
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000164509
      DEBUG2: [1]: dVel: 0.000223428
      DEBUG2: [2]: dVel: 0.000584602
      DEBUG2: [3]: dVel: 0.00165439
      DEBUG2: [4]: dVel: 0.00619362
      DEBUG2: [5]: dVel: 0.00063051
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000937197
      DEBUG2: [1]: dVel: 0.000103027
      DEBUG2: [2]: dVel: 0.000183165
      DEBUG2: [3]: dVel: 0.000274181
      DEBUG2: [4]: dVel: 0.000608567
      DEBUG2: [5]: dVel: 0.000572086
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000409134
      DEBUG2: [1]: dVel: 9.97782e-05
      DEBUG2: [2]: dVel: 0.000285923
      DEBUG2: [3]: dVel: 0.000685811
      DEBUG2: [4]: dVel: 0.000298176
      DEBUG2: [5]: dVel: 0.00201859
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000288859
      DEBUG2: [1]: dVel: 9.84073e-05
      DEBUG2: [2]: dVel: 0.000285923
      DEBUG2: [3]: dVel: 0.000684857
      DEBUG2: [4]: dVel: 0.00144735
      DEBUG2: [5]: dVel: 0.00204242
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00171784
      DEBUG2: [1]: dVel: 0.000603974
      DEBUG2: [2]: dVel: 0.00172609
      DEBUG2: [3]: dVel: 0.00417042
      DEBUG2: [4]: dVel: 0.00865423
      DEBUG2: [5]: dVel: 0.00343425
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 3.42727e-05
      DEBUG2: [2]: dVel: 0.000115663
      DEBUG2: [3]: dVel: 0.000477195
      DEBUG2: [4]: dVel: 0.00255051
      DEBUG2: [5]: dVel: 0.00111459
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00254065
      DEBUG2: [1]: dVel: 0.000845253
      DEBUG2: [2]: dVel: 0.00214225
      DEBUG2: [3]: dVel: 0.00478351
      DEBUG2: [4]: dVel: 0.0153419
      DEBUG2: [5]: dVel: 0.00146465
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000546539
      DEBUG2: [1]: dVel: 0.000235111
      DEBUG2: [2]: dVel: 0.000742406
      DEBUG2: [3]: dVel: 0.00214922
      DEBUG2: [4]: dVel: 0.0053181
      DEBUG2: [5]: dVel: 0.00220969
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000792867
      DEBUG2: [1]: dVel: 0.000358671
      DEBUG2: [2]: dVel: 0.00105983
      DEBUG2: [3]: dVel: 0.00301206
      DEBUG2: [4]: dVel: 0.00667736
      DEBUG2: [5]: dVel: 0.00249242
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000241896
      DEBUG2: [1]: dVel: 0.00021708
      DEBUG2: [2]: dVel: 0.000773877
      DEBUG2: [3]: dVel: 0.00240505
      DEBUG2: [4]: dVel: 0.00110746
      DEBUG2: [5]: dVel: 0.00369767
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000718124
      DEBUG2: [1]: dVel: 1.61231e-05
      DEBUG2: [2]: dVel: 0.000167847
      DEBUG2: [3]: dVel: 0.00075841
      DEBUG2: [4]: dVel: 0.000693721
      DEBUG2: [5]: dVel: 0.00111566
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000401996
      DEBUG2: [1]: dVel: 8.12113e-05
      DEBUG2: [2]: dVel: 0.000134408
      DEBUG2: [3]: dVel: 1.83582e-05
      DEBUG2: [4]: dVel: 0.00277356
      DEBUG2: [5]: dVel: 0.00215352
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000118922
      DEBUG2: [1]: dVel: 0.000100195
      DEBUG2: [2]: dVel: 1.65105e-05
      DEBUG2: [3]: dVel: 0.000732422
      DEBUG2: [4]: dVel: 0.0011404
      DEBUG2: [5]: dVel: 0.00171917
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000818823
      DEBUG2: [1]: dVel: 0.000318378
      DEBUG2: [2]: dVel: 0.000747472
      DEBUG2: [3]: dVel: 0.00162017
      DEBUG2: [4]: dVel: 0.00176087
      DEBUG2: [5]: dVel: 0.000602062
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000261545
      DEBUG2: [1]: dVel: 0.000115573
      DEBUG2: [2]: dVel: 0.00030902
      DEBUG2: [3]: dVel: 0.000813842
      DEBUG2: [4]: dVel: 0.00139366
      DEBUG2: [5]: dVel: 0.00206274
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [5]: dVel: 0.00261831
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000695117
      DEBUG2: [1]: dVel: 6.34789e-06
      DEBUG2: [4]: dVel: 0.00174518
      DEBUG2: [5]: dVel: 4.36939e-05
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG0: Sequence-Point 0 reached.
      DEBUG0: Sequence 1 done.
      DEBUG0: CommandHandling: Sent Event 'SequenceDone:1'
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: Sequence 1 done.
      DEBUG0: CommandHandling: Recieved Event 'NoMode:0'
    INFO: StateMachine: Processing Event 'NoMode'
    INFO: Exiting State MovePosition
    INFO: Entering State Retracted
      DEBUG0: CommandHandling: Sent Event 'NoMode:0'
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG0: CommandHandling: Recieved Event 'SequenceDone:0'
      DEBUG2: retracting from Mode: 2
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG0: CommandHandling: Recieved Event 'NoMode:0'
      DEBUG0: CommandHandling: Recieved Event 'Unfold:0'
    INFO: StateMachine: Processing Event 'Unfold'
    INFO: Exiting State Retracted 
    INFO: Entering State Unfolding
      DEBUG0: CommandHandling: Sent Event 'Unfold:0'
      DEBUG0: CommandHandling: Sent Event 'Unfolded:0'
      DEBUG0: CommandHandling: Recieved Event 'Unfolded:0'
    INFO: StateMachine: Processing Event 'Unfolded'
    INFO: Exiting State Unfolding 
    INFO: Entering State Idle
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'SetMode:1'
    INFO: StateMachine: Processing Event 'SetMode'
    INFO: Exiting State Idle
    INFO: Entering State ChangeMode
      DEBUG0: CommandHandling: Sent Event 'SetMode:1'
      DEBUG0: CommandHandling: Sent Event 'ModeSet:1'
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'ModeSet:0'
    INFO: StateMachine: Processing Event 'ModeSet'
    INFO: Exiting State ChangeMode
    INFO: Entering State Steering
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'NoMode:0'
    INFO: StateMachine: Processing Event 'NoMode'
    INFO: Exiting State Steering
    INFO: Entering State Retracted
      DEBUG0: CommandHandling: Sent Event 'NoMode:0'
      DEBUG0: CommandHandling: Recieved Event 'E_Stop:0'
    INFO: StateMachine: Processing Event 'E_Stop'
    INFO: Exiting State Retracted 
    INFO: Entering State EStop
    INFO: Released API control over the arm.
      DEBUG0: CommandHandling: Sent Event 'E_Stop:0'
